,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
KAURNA,Moana,690,85,334,271,464,79,326,59,376,199,123,54,139,75,28,11,36,9,3,3,3,48,31,5,12,7,223,54,15,8,31,42,11,12,19,59,21,11,27,68,1
KAURNA,Noarlunga Downs,663,79,293,291,257,54,163,40,241,120,83,38,48,32,20,3,9,0,0,0,0,10,8,0,2,6,211,59,20,11,28,38,7,16,15,56,20,8,28,58,1
KAURNA,Old Noarlunga,346,43,172,131,271,38,187,46,227,127,63,37,58,34,19,4,11,3,1,0,2,19,10,5,4,2,157,40,14,11,15,27,7,7,13,51,13,14,24,39,0
KAURNA,Seaford,669,78,313,278,360,56,248,56,416,226,109,81,117,72,34,10,28,8,4,1,3,30,24,2,4,7,236,69,26,12,31,49,16,18,15,66,23,10,33,52,0
KAURNA,Seaford Meadows,730,122,331,277,423,68,290,65,299,170,98,31,94,53,22,9,22,8,3,3,2,27,20,1,6,6,218,58,17,11,30,36,7,13,16,63,28,13,22,61,0
KAURNA,Seaford Rise,1035,155,439,441,557,113,350,94,469,246,147,76,132,74,36,5,33,9,5,3,1,32,21,5,6,17,302,82,29,18,35,54,17,20,17,95,31,26,38,71,4
KAVEL,Brukunga,34,6,21,7,101,7,80,14,114,43,45,26,15,6,4,2,0,0,0,0,0,9,8,1,0,0,31,4,4,0,0,10,0,8,2,12,2,4,6,5,0
KAVEL,Charleston,53,9,33,11,183,16,139,28,113,53,39,21,14,6,2,1,3,0,0,0,0,7,3,1,3,1,34,6,3,1,2,11,3,4,4,8,3,4,1,9,0
KAVEL,Hahndorf,144,19,103,22,662,68,495,99,383,169,161,53,95,38,27,4,7,6,4,0,2,43,30,10,3,8,122,16,7,3,6,36,4,19,13,45,10,18,17,25,0
KAVEL,Littlehampton,212,38,141,33,585,75,429,81,409,182,175,52,96,39,22,2,15,9,3,5,1,42,29,7,6,6,140,14,2,4,8,50,5,26,19,47,12,14,21,29,0
KAVEL,Mount Barker,560,74,363,123,910,128,661,121,794,381,275,138,244,108,53,17,38,16,7,3,6,104,66,13,25,16,433,83,27,16,40,100,16,41,43,132,34,44,54,118,4
KAVEL,Mount Barker Central,293,32,203,58,528,64,392,72,508,249,188,71,142,60,36,4,20,3,0,1,2,67,53,9,5,12,185,26,13,5,8,53,7,22,24,55,14,22,19,51,1
KAVEL,Nairne,320,30,218,72,564,59,418,87,604,310,202,92,160,74,36,8,30,18,7,5,6,62,47,6,9,6,228,42,16,10,16,50,12,21,17,73,19,18,36,63,0
KAVEL,Oakbank,159,22,106,31,569,53,441,75,372,166,146,60,94,36,20,7,9,8,3,1,4,46,29,8,9,4,104,10,2,5,3,30,3,13,14,38,8,16,14,26,0
KAVEL,Piccadilly,50,16,28,6,219,26,156,37,150,71,61,18,46,21,12,2,7,3,2,1,0,20,18,1,1,2,36,2,1,0,1,14,3,7,4,12,2,6,4,8,1
KAVEL,Woodside,145,14,94,37,563,44,450,69,316,144,122,50,88,31,15,4,12,9,5,2,2,43,29,9,5,5,126,15,4,3,8,32,10,14,8,45,10,16,19,34,1
KING,Golden Grove,214,27,105,82,460,35,281,144,227,98,108,21,17,9,3,1,5,2,1,1,0,5,1,1,3,1,85,13,7,1,5,28,6,9,13,21,4,10,7,23,0
KING,Golden Grove Central,573,96,275,202,625,93,342,190,328,163,124,41,84,48,22,5,21,12,6,2,4,19,13,2,4,5,223,49,14,7,28,51,13,19,19,51,11,13,27,72,1
KING,Golden Grove East,833,140,418,275,810,132,591,87,439,227,168,44,102,54,21,12,21,11,4,4,3,34,16,9,9,3,266,73,21,23,29,62,13,26,23,62,24,9,29,69,3
KING,Greenwith,740,98,363,279,782,147,409,226,479,225,179,75,100,53,14,2,37,8,3,4,1,30,16,4,10,9,284,69,22,22,25,61,16,20,25,86,36,21,29,68,3
KING,Greenwith West,714,98,347,269,815,151,473,191,479,232,180,67,100,58,30,9,19,6,5,1,0,32,19,3,10,4,271,48,9,17,22,63,16,18,29,80,23,21,36,80,5
KING,Salisbury East Estate,497,74,234,189,320,49,227,44,252,137,69,46,41,27,14,3,10,0,0,0,0,11,7,1,3,3,240,48,12,10,26,61,11,22,28,61,31,12,18,70,2
KING,Salisbury Heights,697,106,347,244,651,87,439,125,451,197,192,62,63,39,22,5,12,6,3,3,0,13,7,4,2,5,305,69,23,8,38,76,7,31,38,79,27,20,32,81,0
KING,Hillbank,407,41,214,152,263,45,190,28,263,130,83,50,44,21,8,3,10,6,3,0,3,12,10,1,1,5,199,47,15,9,23,44,8,13,23,61,17,17,27,47,0
KING,One Tree Hill,192,26,118,48,397,51,260,86,244,109,101,34,37,22,14,2,6,3,1,1,1,10,5,3,2,2,173,25,12,5,8,48,7,12,29,64,18,26,20,36,0
KING,Salisbury Park,627,83,315,229,343,76,229,38,337,182,95,60,44,21,11,5,5,0,0,0,0,15,11,1,3,8,284,57,25,5,27,39,4,16,19,98,34,24,40,90,2
LEE,Grange,572,75,293,204,1168,136,870,162,477,222,215,40,157,93,49,16,28,17,7,6,4,47,32,6,9,0,177,36,16,5,15,46,10,14,22,63,29,9,25,32,2
LEE,Royal Park South (Hindmarsh),234,27,129,78,247,26,186,35,130,60,52,18,15,5,2,1,2,2,2,0,0,4,2,2,0,4,48,12,2,2,8,14,4,7,3,10,5,0,5,12,4
LEE,Seaton (Hindmarsh),526,63,268,195,344,63,222,59,196,109,60,27,41,22,8,4,10,3,0,2,1,12,6,1,5,4,111,27,9,5,13,24,5,11,8,24,8,4,12,36,1
LEE,Seaton West,635,72,314,249,753,81,566,106,379,182,151,46,39,23,12,6,5,4,4,0,0,11,7,1,3,1,161,29,11,6,12,44,9,21,14,41,15,13,13,47,4
LEE,Semaphore Park,532,44,248,240,306,57,209,40,303,202,66,35,62,42,16,5,21,5,2,1,2,13,7,1,5,2,117,29,14,3,12,26,6,10,10,29,9,10,10,33,0
LEE,West Lakes Shore,953,108,480,365,1721,186,1287,248,747,366,302,79,106,62,29,7,26,11,6,3,2,27,17,5,5,6,275,43,18,7,18,86,25,22,39,89,33,18,38,57,2
LEE,Royal Park,548,63,282,203,240,53,141,46,234,131,66,37,50,40,15,3,22,4,3,0,1,3,0,2,1,3,130,29,13,2,14,25,6,8,11,37,18,9,10,39,3
LEE,Royal Park South (Port Adelaide),412,50,190,172,191,40,108,43,174,98,47,29,55,33,13,8,12,3,0,2,1,12,9,0,3,7,145,37,11,5,21,30,5,11,14,40,11,9,20,38,0
LEE,Seaton (Port Adelaide),138,21,71,46,104,18,68,18,55,30,15,10,18,10,3,1,6,0,0,0,0,6,2,0,4,2,32,7,1,0,6,11,2,3,6,4,1,0,3,10,1
LEE,Seaton Park,768,131,341,296,438,98,261,79,308,150,114,44,56,39,17,12,10,2,0,1,1,13,6,2,5,2,167,48,20,7,21,36,12,10,14,49,11,10,28,34,2
LIGHT,Evanston,571,73,279,219,423,56,288,79,359,172,111,76,71,38,13,9,16,3,2,0,1,18,11,2,5,12,339,95,38,19,38,73,21,27,25,76,32,14,30,95,4
LIGHT,Evanston Gardens,578,79,280,219,470,53,340,77,360,175,117,68,64,35,20,4,11,4,3,0,1,20,14,2,4,5,289,82,23,10,49,60,16,21,23,79,26,19,34,68,3
LIGHT,Evanston South,258,36,116,106,295,55,108,132,161,75,63,23,48,28,17,7,4,5,2,1,2,12,6,2,4,3,137,38,12,10,16,27,6,12,9,39,8,15,16,33,0
LIGHT,Gawler,351,45,176,130,465,61,326,78,293,122,127,44,69,30,12,0,18,7,3,3,1,25,13,5,7,7,168,32,10,4,18,32,6,9,17,53,17,15,21,51,0
LIGHT,Gawler East,505,77,249,179,646,85,474,87,413,193,165,55,88,46,19,3,24,5,2,1,2,31,17,7,7,6,234,37,10,11,16,47,14,16,17,94,26,22,46,56,3
LIGHT,Gawler South,555,64,274,217,714,88,520,106,444,218,152,74,88,45,18,7,20,4,2,1,1,37,23,8,6,2,271,55,10,16,29,70,12,32,26,77,26,23,28,69,1
LIGHT,Gawler West,306,41,149,116,260,25,186,49,246,113,83,50,44,23,9,4,10,3,1,1,1,16,7,3,6,2,188,37,16,5,16,32,7,14,11,60,23,20,17,59,2
LIGHT,Munno Para,477,51,229,197,113,21,74,18,187,108,42,37,44,21,11,4,6,3,2,1,0,13,6,2,5,7,199,51,14,12,25,30,8,9,13,59,13,19,27,59,0
LIGHT,Munno Para West,628,110,273,245,221,67,103,51,180,97,44,39,69,44,19,6,19,6,2,1,3,15,12,0,3,4,286,84,30,13,41,48,10,17,21,75,26,11,38,79,3
LIGHT,Willaston - Hewett,744,110,357,277,873,145,613,115,542,236,216,90,107,62,28,17,17,8,6,1,1,28,14,3,11,9,379,93,33,18,42,85,24,28,33,103,30,30,43,98,0
MACKILLOP,Beachport,34,4,28,2,194,19,146,29,59,24,27,8,13,1,1,0,0,1,0,1,0,7,4,0,3,4,31,3,0,1,2,10,1,6,3,10,2,3,5,8,0
MACKILLOP,Bordertown,199,51,107,41,859,73,623,163,243,83,115,45,26,11,6,3,2,4,1,1,2,6,4,1,1,5,269,38,8,5,25,84,14,42,28,62,11,16,35,85,2
MACKILLOP,Coonalpyn,17,6,11,0,157,12,74,71,43,9,25,9,5,0,0,0,0,1,0,0,1,1,1,0,0,3,35,2,0,2,0,15,3,1,11,8,1,5,2,10,0
MACKILLOP,Coonawarra,11,1,7,3,127,12,95,20,38,12,22,4,4,1,1,0,0,1,1,0,0,2,1,1,0,0,11,0,0,0,0,7,2,1,4,4,1,2,1,0,0
MACKILLOP,Frances,9,0,7,2,61,4,49,8,12,5,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,14,1,0,0,1,7,3,0,4,2,1,1,0,4,0
MACKILLOP,Furner,2,0,1,1,77,5,54,18,13,5,8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,15,1,0,0,1,7,0,4,3,5,0,2,3,2,0
MACKILLOP,Glencoe,53,12,29,12,140,14,111,15,83,30,36,17,11,2,0,0,2,3,2,0,1,5,2,3,0,1,53,5,1,1,3,18,6,6,6,16,3,4,9,14,0
MACKILLOP,Kalangadoo,54,12,31,11,131,13,91,27,50,24,18,8,8,1,0,0,1,1,1,0,0,5,5,0,0,1,47,9,5,2,2,12,4,2,6,15,3,0,12,11,0
MACKILLOP,Keith,68,16,39,13,497,36,377,84,182,48,111,23,19,6,3,1,2,2,0,1,1,8,4,2,2,3,102,10,4,2,4,32,5,19,8,33,6,13,14,27,1
MACKILLOP,Kingston SE,137,23,90,24,623,66,455,102,203,82,89,32,15,9,1,5,3,0,0,0,0,4,2,0,2,2,170,22,9,4,9,55,11,28,16,50,13,15,22,43,3
MACKILLOP,Lucindale,26,8,18,0,269,24,194,51,50,17,26,7,4,1,1,0,0,1,0,0,1,2,2,0,0,0,44,4,2,0,2,17,3,7,7,10,3,2,5,13,0
MACKILLOP,Meningie,118,23,75,20,383,35,290,58,154,42,91,21,13,3,1,0,2,2,1,1,0,8,4,1,3,0,83,15,4,5,6,26,3,12,11,25,7,6,12,17,3
MACKILLOP,Millicent,369,37,234,98,606,50,452,104,507,246,156,105,35,14,7,3,4,5,2,1,2,11,3,5,3,5,203,47,19,8,20,54,17,16,21,68,21,18,29,34,1
MACKILLOP,Millicent South,234,31,153,50,278,34,197,47,294,151,100,43,25,9,3,2,4,5,3,0,2,9,5,3,1,2,135,23,6,7,10,25,4,7,14,48,13,10,25,39,2
MACKILLOP,Mount Burr,56,2,34,20,55,12,34,9,56,35,16,5,8,4,3,0,1,0,0,0,0,2,1,0,1,2,32,8,2,2,4,3,1,1,1,11,3,4,4,10,1
MACKILLOP,Mundulla,28,5,19,4,249,21,178,50,46,15,25,6,6,4,3,0,1,0,0,0,0,2,2,0,0,0,60,2,0,1,1,30,5,15,10,18,2,7,9,10,0
MACKILLOP,Nangwarry,117,10,67,40,68,15,36,17,80,46,18,16,5,2,0,1,1,0,0,0,0,2,1,0,1,1,54,13,4,4,5,7,1,3,3,24,7,7,10,10,1
MACKILLOP,Naracoorte,188,38,108,42,792,81,591,120,325,124,148,53,31,6,1,2,3,3,1,1,1,16,4,7,5,6,282,44,14,4,26,91,18,44,29,74,10,31,33,73,4
MACKILLOP,Naracoorte South,215,43,126,46,769,76,549,144,308,112,144,52,33,8,3,4,1,4,2,2,0,14,8,3,3,7,258,39,10,14,15,80,17,30,33,73,12,22,39,66,1
MACKILLOP,Narrung,12,0,8,4,14,4,9,1,10,3,5,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,4,2,0,0,2,1,0,1,0,1,0,1,0,0,0
MACKILLOP,Padthaway,22,5,13,4,138,15,93,30,40,18,20,2,3,1,0,1,0,1,0,1,0,0,0,0,0,1,51,4,0,2,2,19,4,7,8,12,4,3,5,16,0
MACKILLOP,Penola,113,22,76,15,432,56,296,80,166,68,70,28,23,10,5,4,1,3,2,0,1,7,7,0,0,3,112,16,4,2,10,32,6,9,17,28,5,5,18,36,2
MACKILLOP,Rendelsham,21,2,13,6,93,7,72,14,27,9,13,5,3,1,1,0,0,0,0,0,0,2,1,1,0,0,11,1,1,0,0,4,0,4,0,5,0,4,1,1,0
MACKILLOP,Robe,34,5,23,6,402,40,297,65,137,54,68,15,16,2,2,0,0,5,2,2,1,8,4,3,1,1,56,7,3,0,4,16,2,5,9,19,2,9,8,14,0
MACKILLOP,Southend,15,3,9,3,76,11,44,21,27,12,11,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,12,1,0,0,1,4,1,1,2,2,1,1,0,5,0
MACKILLOP,Tantanoola,43,5,27,11,115,12,81,22,76,34,28,14,10,2,1,0,1,0,0,0,0,7,3,0,4,1,44,7,2,2,3,10,2,6,2,14,5,2,7,13,0
MACKILLOP,Tintinara,13,4,6,3,235,24,177,34,37,11,23,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,32,2,0,1,1,13,3,5,5,15,3,8,4,2,0
MACKILLOP,Western Flat,6,0,6,0,70,14,48,8,17,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,1,3,3,3,0,1,2,1,0
MACKILLOP,Willalooka,15,6,7,2,72,9,52,11,10,4,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,17,4,1,3,0,6,2,3,1,5,1,1,3,2,0
MACKILLOP,Wolseley,22,4,12,6,66,9,46,11,24,8,12,4,5,3,0,0,3,0,0,0,0,1,0,1,0,1,20,3,0,1,2,7,1,1,5,6,1,1,4,4,0
MAWSON,Aldinga Beach,965,96,458,411,565,85,394,86,546,291,164,91,204,117,57,14,46,8,4,2,2,66,48,4,14,13,438,125,45,18,62,69,13,27,29,125,38,33,54,119,0
MAWSON,Aldinga Beach West,645,95,317,233,476,72,322,82,417,230,118,69,135,75,34,10,31,6,2,0,4,41,31,2,8,13,229,53,19,12,22,42,8,17,17,67,22,15,30,67,1
MAWSON,Sellicks Beach,341,31,175,135,265,36,186,43,281,142,73,66,112,58,28,6,24,12,6,1,5,34,26,3,5,8,137,32,9,5,18,25,7,12,6,47,16,14,17,33,1
MAWSON,American River,17,4,11,2,62,4,41,17,72,35,27,10,13,4,4,0,0,0,0,0,0,7,6,0,1,2,30,7,3,1,3,8,1,2,5,6,1,2,3,9,0
MAWSON,Kingscote,169,26,121,22,470,52,319,99,323,126,138,59,59,27,12,4,11,7,2,3,2,25,17,5,3,0,129,17,9,3,5,32,7,13,12,49,10,17,22,31,2
MAWSON,Mclaren Flat,164,36,94,34,468,61,352,55,236,121,84,31,48,23,12,1,10,2,0,0,2,18,13,2,3,5,95,19,8,6,5,21,3,12,6,36,15,8,13,19,0
MAWSON,Mclaren Vale,327,38,217,72,768,62,603,103,455,227,167,61,128,54,22,8,24,5,1,2,2,64,37,13,14,5,162,16,7,4,5,51,11,22,18,57,15,18,24,38,1
MAWSON,Myponga,72,14,43,15,211,28,155,28,126,68,38,20,32,6,3,3,0,1,0,0,1,20,12,3,5,5,66,15,4,2,9,10,1,3,6,20,1,5,14,21,0
MAWSON,Parndana,17,4,11,2,166,20,114,32,72,27,36,9,16,4,4,0,0,2,0,1,1,10,4,1,5,0,35,3,1,0,2,12,2,5,5,12,3,3,6,8,0
MAWSON,Penneshaw,35,2,27,6,118,12,79,27,80,37,32,11,27,10,4,1,5,2,0,2,0,14,12,0,2,1,33,3,2,1,0,7,1,1,5,11,5,2,4,12,0
MAWSON,Second Valley,25,2,18,5,63,6,38,19,45,20,19,6,4,3,1,0,2,0,0,0,0,1,0,1,0,0,13,7,2,0,5,1,0,1,0,3,1,1,1,2,0
MAWSON,Willunga,303,38,192,73,629,76,477,76,458,234,157,67,187,79,41,8,30,9,5,4,0,94,67,12,15,5,166,26,15,3,8,50,9,22,19,52,15,16,21,38,0
MAWSON,Yankalilla,305,31,180,94,607,63,432,112,503,237,177,89,104,34,23,5,6,12,4,3,5,51,41,4,6,7,161,31,16,3,12,48,6,24,18,48,15,12,21,34,2
MAYSON,Delamere,33,5,21,7,83,5,57,21,67,30,26,11,7,2,1,0,1,1,0,1,0,4,2,2,0,0,30,5,1,0,4,7,1,4,2,15,1,4,10,3,0
MORIALTA,Birdwood,91,14,60,17,305,26,225,54,233,103,86,44,28,12,7,2,3,1,1,0,0,15,11,1,3,0,100,18,8,0,10,28,1,17,10,31,10,7,14,23,2
MORIALTA,Cudlee Creek,24,4,17,3,78,7,57,14,58,25,19,14,9,2,0,1,1,0,0,0,0,7,4,1,2,0,33,4,2,1,1,11,2,5,4,14,1,8,5,4,0
MORIALTA,Gumeracha,68,6,52,10,213,24,144,45,184,87,74,23,33,11,8,0,3,3,1,0,2,18,13,1,4,1,56,7,2,1,4,24,4,14,6,20,6,6,8,5,1
MORIALTA,Lenswood,36,3,24,9,140,9,119,12,99,46,42,11,12,5,2,1,2,1,1,0,0,6,5,0,1,0,52,9,3,3,3,12,0,7,5,24,9,6,9,7,0
MORIALTA,Lobethal,173,24,105,44,403,36,318,49,396,180,155,61,74,22,15,0,7,7,2,4,1,40,27,4,9,5,120,10,5,2,3,37,3,18,16,54,11,20,23,19,1
MORIALTA,Magill (Mayo),105,20,65,20,252,17,196,39,153,71,60,22,49,19,11,2,6,1,1,0,0,25,18,3,4,4,43,5,2,2,1,25,2,14,9,11,4,4,3,2,0
MORIALTA,Mount Torrens,32,2,21,9,141,14,98,29,119,47,52,20,23,12,5,2,5,1,1,0,0,10,5,4,1,0,46,5,2,0,3,16,0,8,8,13,2,6,5,12,0
MORIALTA,Norton Summit,64,10,42,12,185,25,130,30,195,104,71,20,47,19,10,2,7,2,2,0,0,26,21,3,2,0,35,6,4,1,1,12,5,3,4,11,3,2,6,6,0
MORIALTA,Summertown,80,10,61,9,277,30,206,41,187,80,84,23,68,30,19,5,6,1,1,0,0,32,21,7,4,5,62,9,6,0,3,18,3,10,5,25,7,9,9,10,0
MORIALTA,Uraidla,55,6,44,5,253,30,185,38,187,95,70,22,59,25,9,4,12,3,3,0,0,29,24,3,2,2,40,5,3,1,1,14,2,8,4,15,4,6,5,6,1
MORIALTA,Athelstone,679,104,379,196,1196,144,888,164,783,377,320,86,152,77,29,7,41,15,9,4,2,52,39,5,8,8,284,56,23,6,27,77,15,32,30,83,33,26,24,68,1
MORIALTA,Athelstone West,593,99,328,166,857,119,607,131,489,228,206,55,111,52,23,6,23,4,3,0,1,47,38,5,4,8,233,35,15,7,13,58,14,25,19,78,28,28,22,62,6
MORIALTA,Highbury South,562,89,324,149,1015,107,791,117,605,303,226,76,111,54,26,7,21,15,6,6,3,33,21,4,8,9,257,29,14,4,11,86,12,38,36,71,22,25,24,71,4
MORIALTA,Highbury West,156,28,94,34,323,45,231,47,190,97,73,20,39,22,9,2,11,2,0,0,2,13,10,0,3,2,76,8,1,4,3,31,3,21,7,23,6,6,11,14,0
MORIALTA,Rostrevor,421,59,250,112,734,107,535,92,482,242,181,59,119,55,26,10,19,9,4,3,2,49,35,5,9,6,163,37,12,5,20,58,11,17,30,38,13,13,12,30,2
MORIALTA,Rostrevor South,350,60,197,93,517,82,355,80,308,156,120,32,103,66,28,14,24,7,2,4,1,30,18,6,6,0,126,25,4,9,12,32,9,14,9,35,12,11,12,34,0
MORPHETT,Glenelg Central,296,52,145,99,672,76,500,96,228,100,100,28,115,66,28,12,26,14,6,3,5,31,26,3,2,4,94,14,5,3,6,33,8,12,13,31,11,6,14,16,0
MORPHETT,Glenelg East,259,40,129,90,494,71,348,75,169,85,68,16,65,43,19,7,17,4,2,1,1,12,9,2,1,6,66,17,10,2,5,21,6,10,5,15,3,4,8,13,0
MORPHETT,Glenelg South,295,34,161,100,900,94,695,111,266,123,115,28,109,59,38,9,12,5,3,0,2,39,28,6,5,6,80,16,8,2,6,18,6,7,5,30,12,5,13,16,0
MORPHETT,Glengowrie,461,68,211,182,868,112,642,114,389,187,172,30,94,61,28,9,24,6,0,5,1,23,18,1,4,4,115,25,10,7,8,30,6,11,13,38,12,6,20,22,0
MORPHETT,Grovene,175,32,89,54,403,44,302,57,149,70,72,7,45,25,17,5,3,3,3,0,0,16,13,2,1,1,45,8,1,1,6,15,1,8,6,15,8,0,7,7,1
MORPHETT,Novar Gardens,426,63,228,135,916,129,663,124,303,136,144,23,80,47,13,11,23,9,5,3,1,21,16,2,3,3,106,16,6,3,7,35,8,11,16,35,13,11,11,20,1
MORPHETT,Park Holme,505,63,254,188,465,83,308,74,286,159,87,40,93,51,27,2,22,9,6,1,2,27,14,4,9,6,134,34,13,7,14,36,13,15,8,40,7,9,24,24,2
MORPHETT,Park Holme South,433,85,200,148,401,82,262,57,218,114,66,38,60,40,17,5,18,3,2,0,1,15,13,0,2,2,115,29,7,6,16,27,9,6,12,33,11,8,14,26,3
MORPHETT,Plympton Park,330,51,172,107,407,75,278,54,198,112,64,22,86,52,20,12,20,2,1,0,1,29,19,3,7,3,107,29,11,3,15,32,6,13,13,26,6,7,13,20,3
MORPHETT,Plympton West,446,71,213,162,435,62,311,62,250,139,81,30,62,36,20,3,13,5,3,0,2,18,15,1,2,3,119,37,17,5,15,25,5,9,11,30,7,10,13,27,4
MORPHETT,Somerton Park East,291,36,149,106,502,68,359,75,211,121,71,19,58,34,14,5,15,5,4,1,0,18,12,2,4,1,62,17,7,4,6,26,6,8,12,8,4,1,3,11,1
MOUNT GAMBIER,Carpenter Rocks,10,2,6,2,39,1,32,6,26,10,14,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,19,2,0,0,2,2,0,1,1,8,0,4,4,7,0
MOUNT GAMBIER,Compton,56,9,36,11,185,14,145,26,95,36,41,18,14,3,1,1,1,2,2,0,0,7,5,1,1,2,53,6,2,2,2,17,2,9,6,17,3,9,5,13,1
MOUNT GAMBIER,Glenburnie,40,6,26,8,112,12,81,19,51,21,22,8,6,1,1,0,0,3,1,2,0,2,1,1,0,0,41,3,0,1,2,18,6,5,7,9,3,2,4,11,0
MOUNT GAMBIER,Kongorong,29,7,19,3,169,13,126,30,57,21,29,7,7,1,1,0,0,1,0,1,0,4,2,0,2,1,34,3,2,0,1,16,3,8,5,6,2,3,1,9,0
MOUNT GAMBIER,Mil Lel,34,5,20,9,126,8,104,14,41,14,20,7,7,0,0,0,0,1,1,0,0,5,3,0,2,1,41,5,3,1,1,20,7,9,4,8,0,6,2,8,0
MOUNT GAMBIER,Moorak,35,8,22,5,222,16,168,38,100,36,50,14,13,5,2,1,2,1,1,0,0,7,2,2,3,0,63,6,2,1,3,24,8,10,6,12,3,3,6,21,0
MOUNT GAMBIER,Mount Gambier,279,44,161,74,631,85,455,91,383,177,144,62,60,25,14,5,6,4,2,0,2,21,17,2,2,10,184,28,4,8,16,54,13,25,16,49,16,9,24,53,0
MOUNT GAMBIER,Mount Gambier East,420,45,232,143,370,41,259,70,391,215,101,75,56,27,13,5,9,4,2,1,1,20,9,4,7,5,220,40,12,12,16,44,9,7,28,67,23,14,30,69,2
MOUNT GAMBIER,Mount Gambier North,258,33,154,71,252,34,164,54,268,134,82,52,30,11,7,0,4,1,0,1,0,10,6,0,4,8,228,41,13,6,22,40,7,18,15,57,13,22,22,90,2
MOUNT GAMBIER,Mount Gambier Park,398,58,239,101,666,107,445,114,444,224,164,56,58,27,13,6,8,6,2,3,1,17,8,5,4,8,255,63,19,14,30,52,13,18,21,61,17,19,25,79,4
MOUNT GAMBIER,Mount Gambier West,452,67,270,115,717,103,500,114,593,300,189,104,98,43,19,9,15,4,3,1,0,38,19,8,11,13,366,68,17,17,34,74,20,18,36,107,32,27,48,117,5
MOUNT GAMBIER,Port MacDonnell,56,8,38,10,263,35,177,51,147,76,50,21,10,3,2,1,0,2,1,0,1,5,4,0,1,0,97,13,4,2,7,25,6,5,14,29,7,8,14,30,2
MOUNT GAMBIER,Suttontown,136,20,77,39,370,36,275,59,218,110,78,30,24,10,7,2,1,1,1,0,0,9,3,0,6,4,119,19,3,9,7,36,12,12,12,33,11,9,13,31,1
MOUNT GAMBIER,Yahl,56,13,32,11,197,25,140,32,90,37,43,10,10,3,3,0,0,2,0,2,0,3,2,0,1,2,71,17,5,6,6,13,4,4,5,19,7,3,9,22,0
NARUNGGA,Alford,18,1,12,5,82,10,59,13,44,18,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,0,3,3,0,0,3,5,3,2,0,1,0
NARUNGGA,Ardrossan,197,26,113,58,409,28,156,225,273,139,80,54,11,5,2,1,2,1,1,0,0,3,1,2,0,2,128,17,4,4,9,31,10,9,12,39,12,11,16,41,1
NARUNGGA,Arthurton,11,2,6,3,126,13,37,76,35,11,19,5,2,0,0,0,0,0,0,0,0,1,0,0,1,1,42,4,2,0,2,12,0,7,5,19,5,7,7,7,0
NARUNGGA,Bute,39,9,24,6,242,26,82,134,62,32,22,8,2,1,1,0,0,0,0,0,0,1,0,1,0,0,57,13,3,2,8,19,1,6,12,11,1,4,6,14,0
NARUNGGA,Coobowie,35,6,23,6,54,4,22,28,48,25,20,3,7,3,1,0,2,0,0,0,0,4,4,0,0,0,34,0,0,0,0,7,2,2,3,9,5,1,3,18,1
NARUNGGA,Corny Point,25,2,21,2,59,7,24,28,33,11,13,9,5,0,0,0,0,1,1,0,0,0,0,0,0,4,14,4,1,0,3,4,1,2,1,3,2,0,1,3,0
NARUNGGA,Curramulka,28,5,15,8,91,10,43,38,38,7,23,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,22,2,1,0,1,4,0,1,3,12,3,7,2,4,0
NARUNGGA,Edithburgh,46,11,31,4,118,24,45,49,103,45,41,17,4,1,0,1,0,0,0,0,0,2,2,0,0,1,53,9,7,1,1,19,8,4,7,17,7,5,5,8,1
NARUNGGA,Elliston,30,3,22,5,89,7,33,49,60,29,20,11,9,0,0,0,0,0,0,0,0,7,4,2,1,2,23,3,1,2,0,4,1,1,2,7,1,3,3,9,0
NARUNGGA,Hardwicke Bay,17,1,12,4,35,3,13,19,28,14,11,3,3,1,1,0,0,1,1,0,0,1,0,0,1,0,14,2,0,1,1,3,0,2,1,8,4,3,1,1,0
NARUNGGA,Kadina,348,57,193,98,679,80,504,95,417,183,158,76,44,23,9,3,11,2,0,1,1,11,5,2,4,8,282,42,11,10,21,74,17,30,27,77,20,24,33,89,4
NARUNGGA,Lochiel,28,4,21,3,40,8,21,11,27,10,13,4,3,1,1,0,0,1,1,0,0,1,1,0,0,0,13,4,2,1,1,4,1,1,2,4,0,1,3,1,0
NARUNGGA,Maitland,99,15,63,21,338,27,135,176,142,57,61,24,15,7,6,0,1,2,0,0,2,4,3,0,1,2,95,14,6,3,5,34,5,18,11,23,4,8,11,24,3
NARUNGGA,Marion Bay,17,1,13,3,51,7,13,31,16,7,6,3,7,2,1,0,1,2,1,0,1,3,2,0,1,0,9,0,0,0,0,1,0,1,0,4,0,3,1,4,0
